capacidad_mochila,5000000,,
id,valor,peso
3887,577,477
3888,132,32
3889,603,503
3890,265,165
3891,205,105
3892,230,130
3893,565,465
3894,400,300
3895,934,834
3896,127,27
3897,102,2
3898,1095,995
3899,999,899
3900,101,1
3901,1060,960
3902,950,850
3903,290,190
3904,505,405
3905,966,866
3906,539,439
3907,874,774
3908,301,201
3909,465,365
3910,513,413
3911,959,859
3912,923,823
3913,662,562
3914,963,863
3915,937,837
3916,964,864
3917,327,227
3918,521,421
3919,982,882
3920,565,465
3921,721,621
3922,370,270
3923,900,800
3924,461,361
3925,764,664
3926,575,475
3927,260,160
3928,644,544
3929,1024,924
3930,643,543
3931,655,555
3932,426,326
3933,405,305
3934,102,2
3935,148,48
3936,505,405
3937,414,314
3938,892,792
3939,344,244
3940,903,803
3941,1034,934
3942,953,853
3943,233,133
3944,932,832
3945,461,361
3946,915,815
3947,396,296
3948,110,10
3949,245,145
3950,856,756
3951,398,298
3952,725,625
3953,371,271
3954,500,400
3955,751,651
3956,805,705
3957,115,15
3958,184,84
3959,1043,943
3960,785,685
3961,1095,995
3962,461,361
3963,551,451
3964,219,119
3965,584,484
3966,220,120
3967,973,873
3968,506,406
3969,373,273
3970,219,119
3971,491,391
3972,598,498
3973,629,529
3974,296,196
3975,524,424
3976,659,559
3977,756,656
3978,312,212
3979,167,67
3980,977,877
3981,937,837
3982,572,472
3983,267,167
3984,151,51
3985,1075,975
3986,500,400
3987,982,882
3988,954,854
3989,659,559
3990,370,270
3991,134,34
3992,671,571
3993,692,592
3994,120,20
3995,868,768
3996,114,14
3997,183,83
3998,640,540
3999,420,320
4000,789,689
4001,399,299
4002,129,29
4003,575,475
4004,1069,969
4005,302,202
4006,978,878
4007,1077,977
4008,402,302
4009,121,21
4010,120,20
4011,736,636
4012,1024,924
4013,563,463
4014,592,492
4015,445,345
4016,280,180
4017,220,120
4018,233,133
4019,156,56
4020,733,633
4021,742,642
4022,596,496
4023,312,212
4024,278,178
4025,749,649
4026,930,830
4027,1044,944
4028,958,858
4029,539,439
4030,331,231
4031,697,597
4032,853,753
4033,919,819
4034,140,40
4035,1053,953
4036,624,524
4037,869,769
4038,493,393
4039,1031,931
4040,461,361
4041,135,35
4042,774,674
4043,656,556
4044,157,57
4045,768,668
4046,441,341
4047,851,751
4048,823,723
4049,627,527
4050,454,354
4051,471,371
4052,980,880
4053,216,116
4054,436,336
4055,365,265
4056,917,817
4057,837,737
4058,806,706
4059,512,412
4060,1075,975
4061,1060,960
4062,141,41
4063,889,789
4064,1070,970
4065,802,702
4066,495,395
4067,1000,900
4068,719,619
4069,167,67
4070,864,764
4071,637,537
4072,1015,915
4073,792,692
4074,317,217
4075,229,129
4076,129,29
4077,288,188
4078,762,662
4079,274,174
4080,768,668
4081,559,459
4082,143,43
4083,314,214
4084,700,600
4085,1031,931
4086,964,864
4087,933,833
4088,549,449
4089,411,311
4090,747,647
4091,1053,953
4092,734,634
4093,698,598
4094,448,348
4095,844,744
4096,153,53
4097,161,61
4098,759,659
4099,981,881
4100,451,351
4101,755,655
4102,411,311
4103,887,787
4104,570,470
4105,645,545
4106,504,404
4107,678,578
4108,1100,1000
4109,1077,977
4110,483,383
4111,685,585
4112,358,258
4113,704,604
4114,770,670
4115,657,557
4116,872,772
4117,566,466
4118,1003,903
4119,592,492
4120,257,157
4121,653,553
4122,602,502
4123,751,651
4124,668,568
4125,486,386
4126,598,498
4127,613,513
4128,556,456
4129,1019,919
4130,599,499
4131,258,158
4132,312,212
4133,592,492
4134,646,546
4135,988,888
4136,744,644
4137,702,602
4138,738,638
4139,659,559
4140,488,388
4141,191,91
4142,410,310
4143,399,299
4144,997,897
4145,306,206
4146,1008,908
4147,1044,944
4148,555,455
4149,296,196
4150,154,54
4151,997,897
4152,845,745
4153,545,445
4154,354,254
4155,495,395
4156,145,45
4157,519,419
4158,360,260
4159,392,292
4160,742,642
4161,558,458
4162,455,355
4163,704,604
4164,825,725
4165,634,534
4166,902,802
4167,571,471
4168,304,204
4169,389,289
4170,787,687
4171,273,173
4172,591,491
4173,623,523
4174,283,183
4175,567,467
4176,812,712
4177,1072,972
4178,541,441
4179,642,542
4180,314,214
4181,706,606
4182,454,354
4183,228,128
4184,598,498
4185,907,807
4186,288,188
4187,369,269
4188,1074,974
4189,911,811
4190,737,637
4191,342,242
4192,637,537
4193,159,59
4194,654,554
4195,471,371
4196,151,51
4197,454,354
4198,862,762
4199,814,714
4200,236,136
4201,239,139
4202,583,483
4203,419,319
4204,165,65
4205,243,143
4206,535,435
4207,102,2
4208,598,498
4209,788,688
4210,457,357
4211,581,481
4212,368,268
4213,777,677
4214,549,449
4215,704,604
4216,181,81
4217,348,248
4218,121,21
4219,1085,985
4220,326,226
4221,324,224
4222,1035,935
4223,141,41
4224,663,563
4225,181,81
4226,420,320
4227,767,667
4228,551,451
4229,230,130
4230,663,563
4231,246,146
4232,1058,958
4233,237,137
4234,573,473
4235,443,343
4236,739,639
4237,470,370
4238,746,646
4239,610,510
4240,659,559
4241,975,875
4242,122,22
4243,751,651
4244,1020,920
4245,374,274
4246,787,687
4247,895,795
4248,233,133
4249,261,161
4250,703,603
4251,195,95
4252,458,358
4253,863,763
4254,427,327
4255,1070,970
4256,343,243
4257,591,491
4258,536,436
4259,1088,988
4260,693,593
4261,672,572
4262,575,475
4263,804,704
4264,437,337
4265,563,463
4266,413,313
4267,192,92
4268,798,698
4269,725,625
4270,264,164
4271,174,74
4272,476,376
4273,1083,983
4274,815,715
4275,787,687
4276,673,573
4277,555,455
4278,736,636
4279,272,172
4280,935,835
4281,356,256
4282,756,656
4283,319,219
4284,978,878
4285,864,764
4286,167,67
4287,184,84
4288,1066,966
4289,815,715
4290,612,512
4291,939,839
4292,768,668
4293,300,200
4294,862,762
4295,1072,972
4296,587,487
4297,1006,906
4298,643,543
4299,844,744
4300,841,741
4301,719,619
4302,931,831
4303,150,50
4304,872,772
4305,416,316
4306,845,745
4307,1022,922
4308,365,265
4309,205,105
4310,880,780
4311,880,780
4312,552,452
4313,427,327
4314,809,709
4315,494,394
4316,999,899
4317,145,45
4318,479,379
4319,455,355
4320,556,456
4321,446,346
4322,222,122
4323,823,723
4324,967,867
4325,220,120
4326,419,319
4327,936,836
4328,693,593
4329,661,561
4330,646,546
4331,507,407
4332,326,226
4333,907,807
4334,158,58
4335,116,16
4336,520,420
4337,759,659
4338,595,495
4339,1016,916
4340,1042,942
4341,775,675
4342,458,358
4343,664,564
4344,103,3
4345,769,669
4346,505,405
4347,1068,968
4348,434,334
4349,485,385
4350,797,697
4351,1024,924
4352,213,113
4353,334,234
4354,833,733
4355,1093,993
4356,132,32
4357,229,129
4358,481,381
4359,989,889
4360,732,632
4361,1060,960
4362,898,798
4363,703,603
4364,417,317
4365,244,144
4366,879,779
4367,182,82
4368,1036,936
4369,571,471
4370,223,123
4371,302,202
4372,575,475
4373,923,823
4374,419,319
4375,871,771
4376,242,142
4377,1026,926
4378,797,697
4379,176,76
4380,1064,964
4381,839,739
4382,958,858
4383,660,560
4384,878,778
4385,889,789
4386,819,719
4387,483,383
4388,688,588
4389,725,625
4390,498,398
4391,879,779
4392,1095,995
4393,907,807
4394,646,546
4395,637,537
4396,699,599
4397,957,857
4398,476,376
4399,927,827
4400,1027,927
4401,950,850
4402,636,536
4403,319,219
4404,265,165
4405,1027,927
4406,811,711
4407,521,421
4408,940,840
4409,514,414
4410,1048,948
4411,746,646
4412,959,859
4413,418,318
4414,361,261
4415,766,666
4416,1030,930
4417,562,462
4418,608,508
4419,432,332
4420,305,205
4421,802,702
4422,890,790
4423,430,330
4424,224,124
4425,419,319
4426,690,590
4427,1076,976
4428,612,512
4429,775,675
4430,129,29
4431,1098,998
4432,864,764
4433,1060,960
4434,210,110
4435,118,18
4436,282,182
4437,604,504
4438,208,108
4439,257,157
4440,336,236
4441,795,695
4442,859,759
4443,778,678
4444,730,630
4445,104,4
4446,365,265
4447,370,270
4448,204,104
4449,684,584
4450,1075,975
4451,927,827
4452,935,835
4453,442,342
4454,568,468
4455,123,23
4456,193,93
4457,600,500
4458,666,566
4459,207,107
4460,136,36
4461,473,373
4462,862,762
4463,117,17
4464,280,180
4465,721,621
4466,630,530
4467,351,251
4468,971,871
4469,692,592
4470,685,585
4471,445,345
4472,421,321
4473,1074,974
4474,305,205
4475,295,195
4476,569,469
4477,735,635
4478,201,101
4479,507,407
4480,492,392
4481,224,124
4482,1082,982
4483,401,301
4484,582,482
4485,873,773
4486,215,115
4487,1064,964
4488,856,756
4489,1074,974
4490,790,690
4491,571,471
4492,269,169
4493,777,677
4494,681,581
4495,540,440
4496,404,304
4497,421,321
4498,846,746
4499,290,190
4500,835,735
4501,733,633
4502,235,135
4503,1081,981
4504,314,214
4505,722,622
4506,209,109
4507,1049,949
4508,351,251
4509,232,132
4510,1053,953
4511,944,844
4512,718,618
4513,826,726
4514,721,621
4515,325,225
4516,1087,987
4517,726,626
4518,478,378
4519,1070,970
4520,259,159
4521,1063,963
4522,962,862
4523,1040,940
4524,731,631
4525,451,351
4526,1082,982
4527,774,674
4528,391,291
4529,671,571
4530,491,391
4531,1096,996
4532,814,714
4533,228,128
4534,215,115
4535,1016,916
4536,141,41
4537,857,757
4538,1094,994
4539,376,276
4540,782,682
4541,1039,939
4542,868,768
4543,846,746
4544,698,598
4545,889,789
4546,394,294
4547,1010,910
4548,456,356
4549,137,37
4550,220,120
4551,865,765
4552,747,647
4553,372,272
4554,575,475
4555,116,16
4556,240,140
4557,749,649
4558,123,23
4559,1037,937
4560,1087,987
4561,1053,953
4562,555,455
4563,221,121
4564,803,703
4565,960,860
4566,534,434
4567,587,487
4568,371,271
4569,883,783
4570,660,560
4571,263,163
4572,274,174
4573,977,877
4574,379,279
4575,828,728
4576,834,734
4577,1068,968
4578,866,766
4579,671,571
4580,997,897
4581,987,887
4582,839,739
4583,563,463
4584,795,695
4585,484,384
4586,897,797
4587,145,45
4588,966,866
4589,434,334
4590,101,1
4591,547,447
4592,496,396
4593,198,98
4594,289,189
4595,342,242
4596,888,788
4597,739,639
4598,201,101
4599,733,633
4600,471,371
4601,197,97
4602,369,269
4603,835,735
4604,933,833
4605,710,610
4606,386,286
4607,477,377
4608,436,336
4609,680,580
4610,225,125
4611,611,511
4612,144,44
4613,273,173
4614,559,459
4615,1090,990
4616,1093,993
4617,869,769
4618,661,561
4619,1008,908
4620,909,809
4621,378,278
4622,856,756
4623,891,791
4624,786,686
4625,150,50
4626,912,812
4627,870,770
4628,661,561
4629,553,453
4630,508,408
4631,535,435
4632,103,3
4633,868,768
4634,1029,929
4635,523,423
4636,902,802
4637,555,455
4638,793,693
4639,726,626
4640,486,386
4641,463,363
4642,661,561
4643,487,387
4644,700,600
4645,1092,992
4646,763,663
4647,931,831
4648,1045,945
4649,888,788
4650,730,630
4651,313,213
4652,328,228
4653,603,503
4654,254,154
4655,751,651
4656,731,631
4657,858,758
4658,696,596
4659,377,277
4660,450,350
4661,414,314
4662,599,499
4663,657,557
4664,720,620
4665,450,350
4666,266,166
4667,422,322
4668,152,52
4669,884,784
4670,998,898
4671,215,115
4672,906,806
4673,901,801
4674,627,527
4675,476,376
4676,457,357
4677,154,54
4678,1054,954
4679,545,445
4680,103,3
4681,906,806
4682,661,561
4683,948,848
4684,452,352
4685,460,360
4686,801,701
4687,188,88
4688,212,112
4689,262,162
4690,555,455
4691,180,80
4692,1082,982
4693,172,72
4694,325,225
4695,622,522
4696,136,36
4697,236,136
4698,953,853
4699,253,153
4700,1013,913
4701,954,854
4702,1048,948
4703,917,817
4704,909,809
4705,856,756
4706,964,864
4707,188,88
4708,522,422
4709,267,167
4710,1049,949
4711,397,297
4712,532,432
4713,617,517
4714,371,271
4715,807,707
4716,259,159
4717,184,84
4718,797,697
4719,799,699
4720,1051,951
4721,970,870
4722,933,833
4723,750,650
4724,200,100
4725,132,32
4726,744,644
4727,357,257
4728,473,373
4729,749,649
4730,1055,955
4731,916,816
4732,158,58
4733,732,632
4734,876,776
4735,893,793
4736,130,30
4737,597,497
4738,1088,988
4739,509,409
4740,726,626
4741,946,846
4742,807,707
4743,736,636
4744,816,716
4745,398,298
4746,487,387
4747,721,621
4748,396,296
4749,950,850
4750,191,91
4751,638,538
4752,468,368
4753,249,149
4754,266,166
4755,731,631
4756,251,151
4757,601,501
4758,1069,969
4759,466,366
4760,416,316
4761,215,115
4762,650,550
4763,842,742
4764,794,694
4765,608,508
4766,881,781
4767,472,372
4768,279,179
4769,605,505
4770,776,676
4771,210,110
4772,959,859
4773,632,532
4774,212,112
4775,525,425
4776,1096,996
4777,360,260
4778,255,155
4779,620,520
4780,232,132
4781,738,638
4782,1055,955
4783,533,433
4784,608,508
4785,443,343
4786,891,791
4787,715,615
4788,755,655
4789,820,720
4790,609,509
4791,1042,942
4792,427,327
4793,719,619
4794,447,347
4795,407,307
4796,573,473
4797,323,223
4798,210,110
4799,457,357
4800,901,801
4801,107,7
4802,188,88
4803,1048,948
4804,933,833
4805,371,271
4806,892,792
4807,700,600
4808,231,131
4809,416,316
4810,785,685
4811,319,219
4812,738,638
4813,823,723
4814,1085,985
4815,652,552
4816,229,129
4817,959,859
4818,378,278
4819,594,494
4820,186,86
4821,590,490
4822,1001,901
4823,1013,913
4824,445,345
4825,721,621
4826,190,90
4827,823,723
4828,330,230
4829,149,49
4830,811,711
4831,824,724
4832,832,732
4833,352,252
4834,605,505
4835,245,145
4836,651,551
4837,594,494
4838,566,466
4839,149,49
4840,989,889
4841,467,367
4842,562,462
4843,952,852
4844,333,233
4845,113,13
4846,797,697
4847,974,874
4848,264,164
4849,369,269
4850,606,506
4851,833,733
4852,478,378
4853,634,534
4854,962,862
4855,837,737
4856,627,527
4857,641,541
4858,185,85
4859,1086,986
4860,442,342
4861,840,740
4862,330,230
4863,442,342
4864,726,626
4865,519,419
4866,428,328
4867,317,217
4868,516,416
4869,714,614
4870,407,307
4871,704,604
4872,349,249
4873,302,202
4874,825,725
4875,1015,915
4876,699,599
4877,263,163
4878,139,39
4879,443,343
4880,111,11
4881,911,811
4882,738,638
4883,925,825
4884,1083,983
4885,533,433
4886,1030,930
4887,173,73
4888,838,738
4889,359,259
4890,797,697
4891,196,96
4892,894,794
4893,1097,997
4894,601,501
4895,1073,973
4896,613,513
4897,577,477
4898,106,6
4899,434,334
4900,566,466
4901,165,65
4902,193,93
4903,339,239
4904,849,749
4905,848,748
4906,580,480
4907,1043,943
4908,1086,986
4909,941,841
4910,1024,924
4911,382,282
4912,1084,984
4913,811,711
4914,302,202
4915,1041,941
4916,1018,918
4917,613,513
4918,740,640
4919,335,235
4920,1006,906
4921,432,332
4922,168,68
4923,183,83
4924,843,743
4925,817,717
4926,729,629
4927,307,207
4928,774,674
4929,540,440
4930,878,778
4931,1017,917
4932,513,413
4933,487,387
4934,505,405
4935,921,821
4936,257,157
4937,792,692
4938,503,403
4939,189,89
4940,925,825
4941,741,641
4942,576,476
4943,936,836
4944,616,516
4945,587,487
4946,286,186
4947,818,718
4948,405,305
4949,942,842
4950,683,583
4951,869,769
4952,682,582
4953,727,627
4954,205,105
4955,202,102
4956,1060,960
4957,1092,992
4958,648,548
4959,726,626
4960,635,535
4961,901,801
4962,547,447
4963,571,471
4964,866,766
4965,443,343
4966,373,273
4967,1047,947
4968,987,887
4969,1002,902
4970,499,399
4971,333,233
4972,561,461
4973,1058,958
4974,582,482
4975,810,710
4976,552,452
4977,603,503
4978,976,876
4979,203,103
4980,892,792
4981,833,733
4982,463,363
4983,806,706
4984,525,425
4985,805,705
4986,611,511
4987,492,392
4988,763,663
4989,400,300
4990,877,777
4991,162,62
4992,365,265
4993,929,829
4994,562,462
4995,308,208
4996,259,159
4997,856,756
4998,942,842
4999,177,77
5000,140,40
5001,735,635
5002,365,265
5003,1083,983
5004,708,608
5005,464,364
5006,131,31
5007,760,660
5008,646,546
5009,677,577
5010,566,466
5011,320,220
5012,274,174
5013,672,572
5014,693,593
5015,711,611
5016,291,191
5017,939,839
5018,778,678
5019,133,33
5020,195,95
5021,806,706
5022,568,468
5023,866,766
5024,297,197
5025,1088,988
5026,992,892
5027,397,297
5028,725,625
5029,442,342
5030,249,149
5031,654,554
5032,301,201
5033,800,700
5034,299,199
5035,746,646
5036,759,659
5037,573,473
5038,984,884
5039,939,839
5040,277,177
5041,582,482
5042,250,150
5043,975,875
5044,190,90
5045,899,799
5046,768,668
5047,672,572
5048,610,510
5049,241,141
5050,888,788
5051,579,479
5052,113,13
5053,547,447
5054,315,215
5055,1014,914
5056,852,752
5057,646,546
5058,857,757
5059,954,854
5060,511,411
5061,946,846
5062,175,75
5063,117,17
5064,781,681
5065,540,440
5066,565,465
5067,485,385
5068,889,789
5069,151,51
5070,961,861
5071,267,167
5072,448,348
5073,644,544
5074,121,21
5075,223,123
5076,107,7
5077,293,193
5078,802,702
5079,297,197
5080,953,853
5081,639,539
5082,228,128
5083,702,602
5084,587,487
5085,103,3
5086,817,717
5087,152,52
5088,561,461
5089,825,725
5090,345,245
5091,734,634
5092,204,104
5093,1090,990
5094,699,599
5095,596,496
5096,161,61
5097,140,40
5098,330,230
5099,152,52
5100,1016,916
5101,987,887
5102,715,615
5103,800,700
5104,883,783
5105,198,98
5106,857,757
5107,1040,940
5108,972,872
5109,443,343
5110,707,607
5111,928,828
5112,1097,997
5113,318,218
5114,860,760
5115,227,127
5116,537,437
5117,219,119
5118,309,209
5119,456,356
5120,901,801
5121,677,577
5122,971,871
5123,1058,958
5124,657,557
5125,644,544
5126,783,683
5127,1071,971
5128,890,790
5129,133,33
5130,576,476
5131,473,373
5132,341,241
5133,718,618
5134,491,391
5135,263,163
5136,674,574
5137,884,784
5138,190,90
5139,525,425
5140,881,781
5141,312,212
5142,777,677
5143,193,93
5144,642,542
5145,153,53
5146,801,701
5147,695,595
5148,856,756
5149,378,278
5150,643,543
5151,945,845
5152,334,234
5153,758,658
5154,823,723
5155,347,247
5156,832,732
5157,517,417
5158,346,246
5159,290,190
5160,163,63
5161,153,53
5162,439,339
5163,441,341
5164,914,814
5165,808,708
5166,862,762
5167,791,691
5168,588,488
5169,742,642
5170,732,632
5171,742,642
5172,1060,960
5173,872,772
5174,700,600
5175,547,447
5176,332,232
5177,523,423
5178,1012,912
5179,348,248
5180,1025,925
5181,114,14
5182,896,796
5183,609,509
5184,799,699
5185,673,573
5186,764,664
5187,591,491
5188,211,111
5189,394,294
5190,182,82
5191,297,197
5192,678,578
5193,697,597
5194,509,409
5195,811,711
5196,184,84
5197,812,712
5198,706,606
5199,258,158
5200,748,648
5201,163,63
5202,837,737
5203,449,349
5204,931,831
5205,435,335
5206,794,694
5207,642,542
5208,1017,917
5209,646,546
5210,281,181
5211,282,182
5212,1001,901
5213,213,113
5214,975,875
5215,1066,966
5216,586,486
5217,1094,994
5218,322,222
5219,116,16
5220,551,451
5221,145,45
5222,615,515
5223,858,758
5224,585,485
5225,142,42
5226,587,487
5227,1036,936
5228,851,751
5229,376,276
5230,1018,918
5231,909,809
5232,1000,900
5233,590,490
5234,128,28
5235,437,337
5236,717,617
5237,317,217
5238,544,444
5239,755,655
5240,606,506
5241,575,475
5242,615,515
5243,387,287
5244,1063,963
5245,1086,986
5246,153,53
5247,433,333
5248,658,558
5249,264,164
5250,490,390
5251,575,475
5252,707,607
5253,738,638
5254,827,727
5255,378,278
5256,603,503
5257,450,350
5258,981,881
5259,627,527
5260,646,546
5261,737,637
5262,1038,938
5263,516,416
5264,303,203
5265,961,861
5266,780,680
5267,205,105
5268,1070,970
5269,836,736
5270,570,470
5271,701,601
5272,464,364
5273,228,128
5274,226,126
5275,851,751
5276,234,134
5277,153,53
5278,1081,981
5279,664,564
5280,1045,945
5281,145,45
5282,378,278
5283,480,380
5284,355,255
5285,910,810
5286,1000,900
5287,963,863
5288,908,808
5289,307,207
5290,622,522
5291,783,683
5292,330,230
5293,350,250
5294,1019,919
5295,383,283
5296,484,384
5297,301,201
5298,629,529
5299,964,864
5300,752,652
5301,516,416
5302,555,455
5303,268,168
5304,234,134
5305,292,192
5306,782,682
5307,543,443
5308,924,824
5309,985,885
5310,977,877
5311,413,313
5312,344,244
5313,141,41
5314,757,657
5315,498,398
5316,522,422
5317,1020,920
5318,203,103
5319,506,406
5320,1075,975
5321,574,474
5322,667,567
5323,850,750
5324,636,536
5325,153,53
5326,465,365
5327,344,244
5328,1089,989
5329,690,590
5330,687,587
5331,769,669
5332,596,496
5333,101,1
5334,290,190
5335,189,89
5336,873,773
5337,171,71
5338,908,808
5339,861,761
5340,589,489
5341,663,563
5342,728,628
5343,595,495
5344,1069,969
5345,107,7
5346,593,493
5347,213,113
5348,356,256
5349,711,611
5350,1032,932
5351,612,512
5352,177,77
5353,374,274
5354,316,216
5355,297,197
5356,770,670
5357,1011,911
5358,821,721
5359,545,445
5360,738,638
5361,696,596
5362,645,545
5363,460,360
5364,816,716
5365,254,154
5366,619,519
5367,489,389
5368,1045,945
5369,432,332
5370,351,251
5371,757,657
5372,287,187
5373,1045,945
5374,310,210
5375,1042,942
5376,455,355
5377,810,710
5378,150,50
5379,857,757
5380,828,728
5381,229,129
5382,1088,988
5383,232,132
5384,259,159
5385,393,293
5386,528,428
5387,329,229
5388,110,10
5389,615,515
5390,150,50
5391,546,446
5392,680,580
5393,611,511
5394,631,531
5395,378,278
5396,509,409
5397,367,267
5398,163,63
5399,1031,931
5400,1033,933
5401,685,585
5402,487,387
5403,244,144
5404,908,808
5405,114,14
5406,403,303
5407,711,611
5408,483,383
5409,132,32
5410,390,290
5411,1052,952
5412,161,61
5413,714,614
5414,612,512
5415,228,128
5416,963,863
5417,196,96
5418,844,744
5419,222,122
5420,893,793
5421,237,137
5422,879,779
5423,885,785
5424,306,206
5425,142,42
5426,367,267
5427,868,768
5428,959,859
5429,477,377
5430,684,584
5431,293,193
5432,856,756
5433,215,115
5434,1094,994
5435,261,161
5436,1081,981
5437,1084,984
5438,878,778
5439,299,199
5440,871,771
5441,854,754
5442,658,558
5443,691,591
5444,172,72
5445,905,805
5446,219,119
5447,159,59
5448,933,833
5449,408,308
5450,619,519
5451,994,894
5452,378,278
5453,1030,930
5454,741,641
5455,455,355
5456,964,864
5457,603,503
5458,467,367
5459,427,327
5460,1070,970
5461,466,366
5462,220,120
5463,931,831
5464,716,616
5465,856,756
5466,466,366
5467,244,144
5468,331,231
5469,1007,907
5470,525,425
5471,190,90
5472,709,609
5473,789,689
5474,146,46
5475,1020,920
5476,274,174
5477,951,851
5478,615,515
5479,768,668
5480,1068,968
5481,573,473
5482,128,28
5483,263,163
5484,914,814
5485,251,151
5486,350,250
5487,508,408
5488,544,444
5489,516,416
5490,147,47
5491,621,521
5492,909,809
5493,783,683
5494,964,864
5495,567,467
5496,207,107
5497,962,862
5498,843,743
5499,1082,982
5500,156,56
5501,701,601
5502,553,453
5503,380,280
5504,615,515
5505,1079,979
5506,247,147
5507,998,898
5508,470,370
5509,937,837
5510,779,679
5511,362,262
5512,903,803
5513,121,21
5514,1055,955
5515,172,72
5516,563,463
5517,184,84
5518,1002,902
5519,1049,949
5520,1083,983
5521,824,724
5522,385,285
5523,591,491
5524,499,399
5525,651,551
5526,459,359
5527,678,578
5528,770,670
5529,260,160
5530,161,61
5531,602,502
5532,728,628
5533,727,627
5534,678,578
5535,175,75
5536,897,797
5537,940,840
5538,716,616
5539,177,77
5540,658,558
5541,697,597
5542,771,671
5543,1025,925
5544,160,60
5545,505,405
5546,806,706
5547,781,681
5548,769,669
5549,510,410
5550,283,183
5551,417,317
5552,492,392
5553,143,43
5554,450,350
5555,175,75
5556,902,802
5557,510,410
5558,763,663
5559,468,368
5560,665,565
5561,165,65
5562,483,383
5563,136,36
5564,181,81
5565,325,225
5566,1013,913
5567,888,788
5568,202,102
5569,889,789
5570,666,566
5571,280,180
5572,356,256
5573,468,368
5574,287,187
5575,139,39
5576,1059,959
5577,368,268
5578,196,96
5579,1079,979
5580,889,789
5581,208,108
5582,303,203
5583,793,693
5584,221,121
5585,923,823
5586,589,489
5587,588,488
5588,439,339
5589,1078,978
5590,801,701
5591,122,22
5592,787,687
5593,579,479
5594,232,132
5595,535,435
5596,205,105
5597,883,783
5598,242,142
5599,547,447
5600,1083,983
5601,300,200
5602,232,132
5603,1085,985
5604,1042,942
5605,823,723
5606,251,151
5607,797,697
5608,684,584
5609,763,663
5610,605,505
5611,134,34
5612,1069,969
5613,476,376
5614,711,611
5615,570,470
5616,688,588
5617,443,343
5618,221,121
5619,487,387
5620,193,93
5621,912,812
5622,282,182
5623,687,587
5624,316,216
5625,1059,959
5626,155,55
5627,407,307
5628,1098,998
5629,375,275
5630,1085,985
5631,217,117
5632,583,483
5633,244,144
5634,591,491
5635,905,805
5636,737,637
5637,319,219
5638,435,335
5639,606,506
5640,748,648
5641,943,843
5642,103,3
5643,685,585
5644,920,820
5645,968,868
5646,440,340
5647,294,194
5648,250,150
5649,518,418
5650,227,127
5651,518,418
5652,295,195
5653,220,120
5654,1079,979
5655,368,268
5656,723,623
5657,427,327
5658,552,452
5659,177,77
5660,942,842
5661,372,272
5662,166,66
5663,1019,919
5664,949,849
5665,813,713
5666,956,856
5667,1043,943
5668,905,805
5669,175,75
5670,103,3
5671,316,216
5672,476,376
5673,969,869
5674,618,518
5675,388,288
5676,479,379
5677,297,197
5678,376,276
5679,292,192
5680,599,499
5681,708,608
5682,519,419
5683,262,162
5684,426,326
5685,676,576
5686,458,358
5687,699,599
5688,178,78
5689,236,136
5690,735,635
5691,1081,981
5692,679,579
5693,1088,988
5694,170,70
5695,869,769
5696,428,328
5697,342,242
5698,168,68
5699,257,157
5700,995,895
5701,1046,946
5702,608,508
5703,269,169
5704,725,625
5705,322,222
5706,710,610
5707,527,427
5708,284,184
5709,829,729
5710,880,780
5711,394,294
5712,444,344
5713,384,284
5714,577,477
5715,546,446
5716,137,37
5717,868,768
5718,1065,965
5719,542,442
5720,719,619
5721,904,804
5722,322,222
5723,1095,995
5724,209,109
5725,684,584
5726,734,634
5727,205,105
5728,701,601
5729,448,348
5730,768,668
5731,344,244
5732,766,666
5733,645,545
5734,685,585
5735,1037,937
5736,1060,960
5737,987,887
5738,1083,983
5739,500,400
5740,328,228
5741,333,233
5742,932,832
5743,149,49
5744,581,481
5745,560,460
5746,462,362
5747,354,254
5748,572,472
5749,247,147
5750,407,307
5751,1024,924
5752,399,299
5753,1078,978
5754,297,197
5755,607,507
5756,1075,975
5757,876,776
5758,773,673
5759,723,623
5760,303,203
5761,220,120
5762,626,526
5763,955,855
5764,268,168
5765,1008,908
5766,738,638
5767,178,78
5768,618,518
5769,216,116
5770,490,390
5771,573,473
5772,319,219
5773,290,190
5774,918,818
5775,135,35
5776,647,547
5777,820,720
5778,572,472
5779,508,408
5780,840,740
5781,538,438
5782,611,511
5783,734,634
5784,1050,950
5785,559,459
5786,406,306
5787,877,777
5788,994,894
5789,365,265
5790,447,347
5791,709,609
5792,839,739
5793,297,197
5794,192,92
5795,260,160
5796,1062,962
5797,460,360
5798,730,630
5799,640,540
5800,499,399
5801,180,80
5802,573,473
5803,696,596
5804,992,892
5805,341,241
5806,329,229
5807,209,109
5808,269,169
5809,696,596
5810,445,345
5811,285,185
5812,146,46
5813,386,286
5814,166,66
5815,561,461
5816,161,61
5817,283,183
5818,1021,921
5819,623,523
5820,939,839
5821,103,3
5822,208,108
5823,514,414
5824,219,119
5825,1049,949
5826,256,156
5827,431,331
5828,191,91
5829,748,648
5830,380,280
5831,352,252
5832,636,536
5833,438,338
5834,714,614
5835,982,882
5836,988,888
5837,525,425
5838,776,676
5839,182,82
5840,355,255
5841,806,706
5842,784,684
5843,990,890
5844,931,831
5845,680,580
5846,509,409
5847,255,155
5848,132,32
5849,467,367
5850,128,28
5851,506,406
5852,666,566
5853,274,174
