capacidad_mochila,2500000,,
id,valor,peso
2108,633,533
2109,1078,978
2110,301,201
2111,923,823
2112,1082,982
2113,356,256
2114,740,640
2115,264,164
2116,709,609
2117,544,444
2118,965,865
2119,451,351
2120,402,302
2121,600,500
2122,360,260
2123,862,762
2124,288,188
2125,237,137
2126,940,840
2127,893,793
2128,1049,949
2129,843,743
2130,565,465
2131,216,116
2132,419,319
2133,489,389
2134,618,518
2135,844,744
2136,855,755
2137,202,102
2138,320,220
2139,1087,987
2140,1081,981
2141,677,577
2142,388,288
2143,871,771
2144,580,480
2145,1061,961
2146,575,475
2147,253,153
2148,908,808
2149,1048,948
2150,147,47
2151,938,838
2152,330,230
2153,624,524
2154,464,364
2155,381,281
2156,787,687
2157,324,224
2158,659,559
2159,1035,935
2160,591,491
2161,978,878
2162,960,860
2163,306,206
2164,648,548
2165,682,582
2166,1023,923
2167,438,338
2168,287,187
2169,295,195
2170,376,276
2171,252,152
2172,170,70
2173,756,656
2174,1049,949
2175,564,464
2176,480,380
2177,838,738
2178,891,791
2179,147,47
2180,964,864
2181,1079,979
2182,522,422
2183,174,74
2184,1067,967
2185,107,7
2186,485,385
2187,1081,981
2188,420,320
2189,275,175
2190,442,342
2191,613,513
2192,684,584
2193,476,376
2194,781,681
2195,743,643
2196,622,522
2197,660,560
2198,525,425
2199,592,492
2200,392,292
2201,898,798
2202,429,329
2203,833,733
2204,617,517
2205,690,590
2206,216,116
2207,310,210
2208,1062,962
2209,1049,949
2210,461,361
2211,152,52
2212,825,725
2213,846,746
2214,1063,963
2215,790,690
2216,309,209
2217,480,380
2218,415,315
2219,1035,935
2220,589,489
2221,343,243
2222,116,16
2223,376,276
2224,690,590
2225,456,356
2226,148,48
2227,977,877
2228,898,798
2229,966,866
2230,697,597
2231,1001,901
2232,990,890
2233,1016,916
2234,111,11
2235,311,211
2236,398,298
2237,909,809
2238,864,764
2239,272,172
2240,531,431
2241,247,147
2242,107,7
2243,822,722
2244,953,853
2245,826,726
2246,1053,953
2247,378,278
2248,655,555
2249,329,229
2250,679,579
2251,1036,936
2252,214,114
2253,783,683
2254,426,326
2255,711,611
2256,978,878
2257,224,124
2258,966,866
2259,523,423
2260,389,289
2261,537,437
2262,775,675
2263,179,79
2264,854,754
2265,581,481
2266,379,279
2267,334,234
2268,1035,935
2269,856,756
2270,613,513
2271,416,316
2272,243,143
2273,967,867
2274,383,283
2275,673,573
2276,374,274
2277,1071,971
2278,1061,961
2279,576,476
2280,657,557
2281,746,646
2282,664,564
2283,934,834
2284,846,746
2285,558,458
2286,628,528
2287,289,189
2288,498,398
2289,470,370
2290,171,71
2291,787,687
2292,538,438
2293,162,62
2294,210,110
2295,919,819
2296,983,883
2297,509,409
2298,879,779
2299,346,246
2300,811,711
2301,562,462
2302,340,240
2303,198,98
2304,166,66
2305,192,92
2306,200,100
2307,509,409
2308,788,688
2309,594,494
2310,1070,970
2311,386,286
2312,507,407
2313,1056,956
2314,644,544
2315,618,518
2316,193,93
2317,664,564
2318,528,428
2319,421,321
2320,1023,923
2321,189,89
2322,577,477
2323,370,270
2324,272,172
2325,571,471
2326,734,634
2327,969,869
2328,494,394
2329,634,534
2330,590,490
2331,334,234
2332,887,787
2333,567,467
2334,1090,990
2335,156,56
2336,402,302
2337,808,708
2338,539,439
2339,782,682
2340,954,854
2341,253,153
2342,168,68
2343,675,575
2344,108,8
2345,618,518
2346,1025,925
2347,704,604
2348,133,33
2349,432,332
2350,1000,900
2351,320,220
2352,405,305
2353,167,67
2354,729,629
2355,278,178
2356,301,201
2357,819,719
2358,1055,955
2359,368,268
2360,586,486
2361,877,777
2362,810,710
2363,320,220
2364,310,210
2365,817,717
2366,982,882
2367,246,146
2368,834,734
2369,632,532
2370,550,450
2371,647,547
2372,620,520
2373,726,626
2374,419,319
2375,109,9
2376,209,109
2377,737,637
2378,433,333
2379,1088,988
2380,395,295
2381,299,199
2382,1004,904
2383,679,579
2384,455,355
2385,203,103
2386,871,771
2387,416,316
2388,256,156
2389,316,216
2390,1042,942
2391,160,60
2392,874,774
2393,166,66
2394,666,566
2395,701,601
2396,153,53
2397,876,776
2398,751,651
2399,439,339
2400,1000,900
2401,194,94
2402,452,352
2403,397,297
2404,314,214
2405,1033,933
2406,568,468
2407,899,799
2408,381,281
2409,475,375
2410,777,677
2411,227,127
2412,684,584
2413,981,881
2414,452,352
2415,948,848
2416,958,858
2417,1059,959
2418,138,38
2419,116,16
2420,255,155
2421,877,777
2422,678,578
2423,525,425
2424,884,784
2425,439,339
2426,262,162
2427,917,817
2428,916,816
2429,162,62
2430,1069,969
2431,436,336
2432,1061,961
2433,130,30
2434,955,855
2435,949,849
2436,356,256
2437,322,222
2438,735,635
2439,240,140
2440,1084,984
2441,745,645
2442,102,2
2443,530,430
2444,215,115
2445,722,622
2446,922,822
2447,306,206
2448,822,722
2449,883,783
2450,666,566
2451,134,34
2452,1097,997
2453,1091,991
2454,814,714
2455,127,27
2456,671,571
2457,927,827
2458,708,608
2459,656,556
2460,210,110
2461,557,457
2462,238,138
2463,605,505
2464,1082,982
2465,346,246
2466,782,682
2467,971,871
2468,356,256
2469,828,728
2470,569,469
2471,201,101
2472,151,51
2473,757,657
2474,286,186
2475,256,156
2476,504,404
2477,304,204
2478,1001,901
2479,718,618
2480,933,833
2481,183,83
2482,1095,995
2483,1056,956
2484,168,68
2485,228,128
2486,901,801
2487,1044,944
2488,380,280
2489,520,420
2490,374,274
2491,617,517
2492,717,617
2493,669,569
2494,436,336
2495,305,205
2496,395,295
2497,540,440
2498,549,449
2499,368,268
2500,842,742
2501,634,534
2502,1057,957
2503,160,60
2504,301,201
2505,825,725
2506,795,695
2507,198,98
2508,524,424
2509,389,289
2510,654,554
2511,327,227
2512,767,667
2513,970,870
2514,762,662
2515,1097,997
2516,125,25
2517,643,543
2518,485,385
2519,410,310
2520,631,531
2521,347,247
2522,112,12
2523,976,876
2524,209,109
2525,1034,934
2526,553,453
2527,898,798
2528,722,622
2529,273,173
2530,117,17
2531,484,384
2532,383,283
2533,576,476
2534,902,802
2535,651,551
2536,534,434
2537,890,790
2538,688,588
2539,112,12
2540,594,494
2541,119,19
2542,485,385
2543,176,76
2544,492,392
2545,320,220
2546,826,726
2547,256,156
2548,1051,951
2549,761,661
2550,215,115
2551,153,53
2552,764,664
2553,290,190
2554,853,753
2555,605,505
2556,285,185
2557,601,501
2558,932,832
2559,315,215
2560,314,214
2561,487,387
2562,1039,939
2563,391,291
2564,654,554
2565,880,780
2566,310,210
2567,773,673
2568,163,63
2569,1074,974
2570,486,386
2571,683,583
2572,530,430
2573,119,19
2574,336,236
2575,386,286
2576,410,310
2577,452,352
2578,879,779
2579,157,57
2580,299,199
2581,386,286
2582,764,664
2583,1053,953
2584,264,164
2585,457,357
2586,860,760
2587,418,318
2588,735,635
2589,598,498
2590,105,5
2591,152,52
2592,703,603
2593,213,113
2594,1026,926
2595,818,718
2596,578,478
2597,1048,948
2598,325,225
2599,895,795
2600,832,732
2601,1079,979
2602,607,507
2603,314,214
2604,576,476
2605,952,852
2606,209,109
2607,816,716
2608,1033,933
2609,871,771
2610,965,865
2611,1044,944
2612,617,517
2613,676,576
2614,172,72
2615,218,118
2616,804,704
2617,1026,926
2618,537,437
2619,1045,945
2620,654,554
2621,153,53
2622,753,653
2623,590,490
2624,114,14
2625,1062,962
2626,789,689
2627,134,34
2628,795,695
2629,1005,905
2630,810,710
2631,1047,947
2632,303,203
2633,225,125
2634,722,622
2635,993,893
2636,584,484
2637,1036,936
2638,345,245
2639,226,126
2640,339,239
2641,361,261
2642,1047,947
2643,174,74
2644,984,884
2645,1022,922
2646,924,824
2647,978,878
2648,627,527
2649,418,318
2650,205,105
2651,719,619
2652,508,408
2653,770,670
2654,117,17
2655,642,542
2656,799,699
2657,412,312
2658,447,347
2659,669,569
2660,525,425
2661,784,684
2662,737,637
2663,344,244
2664,640,540
2665,807,707
2666,729,629
2667,762,662
2668,354,254
2669,776,676
2670,470,370
2671,484,384
2672,314,214
2673,1017,917
2674,132,32
2675,154,54
2676,540,440
2677,653,553
2678,972,872
2679,300,200
2680,1066,966
2681,512,412
2682,838,738
2683,378,278
2684,1086,986
2685,628,528
2686,596,496
2687,882,782
2688,147,47
2689,412,312
2690,1086,986
2691,136,36
2692,970,870
2693,109,9
2694,791,691
2695,295,195
2696,190,90
2697,736,636
2698,1054,954
2699,296,196
2700,198,98
2701,703,603
2702,159,59
2703,682,582
2704,536,436
2705,854,754
2706,159,59
2707,452,352
2708,490,390
2709,782,682
2710,205,105
2711,854,754
2712,628,528
2713,336,236
2714,692,592
2715,1065,965
2716,609,509
2717,815,715
2718,347,247
2719,1045,945
2720,666,566
2721,205,105
2722,642,542
2723,335,235
2724,1087,987
2725,147,47
2726,781,681
2727,1070,970
2728,951,851
2729,155,55
2730,370,270
2731,426,326
2732,220,120
2733,990,890
2734,600,500
2735,255,155
2736,831,731
2737,927,827
2738,1055,955
2739,201,101
2740,538,438
2741,888,788
2742,750,650
2743,337,237
2744,106,6
2745,938,838
2746,101,1
2747,832,732
2748,789,689
2749,493,393
2750,396,296
2751,141,41
2752,416,316
2753,174,74
2754,502,402
2755,847,747
2756,198,98
2757,200,100
2758,230,130
2759,244,144
2760,582,482
2761,1016,916
2762,132,32
2763,922,822
2764,370,270
2765,748,648
2766,117,17
2767,400,300
2768,619,519
2769,931,831
2770,1005,905
2771,192,92
2772,862,762
2773,377,277
2774,874,774
2775,243,143
2776,763,663
2777,602,502
2778,720,620
2779,448,348
2780,440,340
2781,714,614
2782,868,768
2783,445,345
2784,365,265
2785,516,416
2786,237,137
2787,152,52
2788,958,858
2789,357,257
2790,552,452
2791,486,386
2792,591,491
2793,379,279
2794,169,69
2795,105,5
2796,1071,971
2797,360,260
2798,139,39
2799,1077,977
2800,784,684
2801,848,748
2802,169,69
2803,862,762
2804,218,118
2805,497,397
2806,273,173
2807,257,157
2808,410,310
2809,928,828
2810,318,218
2811,386,286
2812,281,181
2813,1060,960
2814,532,432
2815,557,457
2816,614,514
2817,740,640
2818,843,743
2819,516,416
2820,128,28
2821,535,435
2822,280,180
2823,406,306
2824,243,143
2825,632,532
2826,1047,947
2827,374,274
2828,322,222
2829,506,406
2830,534,434
2831,972,872
2832,461,361
2833,382,282
2834,578,478
2835,343,243
2836,666,566
2837,699,599
2838,894,794
2839,389,289
2840,249,149
2841,675,575
2842,832,732
2843,633,533
2844,293,193
2845,488,388
2846,599,499
2847,1079,979
2848,564,464
2849,936,836
2850,1008,908
2851,578,478
2852,425,325
2853,742,642
2854,250,150
2855,624,524
2856,349,249
2857,111,11
2858,619,519
2859,311,211
2860,414,314
2861,583,483
2862,1012,912
2863,468,368
2864,139,39
2865,404,304
2866,122,22
2867,632,532
2868,314,214
2869,910,810
2870,890,790
2871,134,34
2872,868,768
2873,782,682
2874,904,804
2875,1003,903
2876,1096,996
2877,603,503
2878,1084,984
2879,939,839
2880,569,469
2881,308,208
2882,562,462
2883,851,751
2884,161,61
2885,904,804
2886,524,424
2887,1017,917
2888,522,422
2889,334,234
2890,841,741
2891,242,142
2892,324,224
2893,605,505
2894,611,511
2895,208,108
2896,727,627
2897,326,226
2898,968,868
2899,780,680
2900,719,619
2901,1002,902
2902,1001,901
2903,354,254
2904,237,137
2905,479,379
2906,854,754
2907,135,35
2908,659,559
2909,802,702
2910,698,598
2911,537,437
2912,578,478
2913,629,529
2914,133,33
2915,666,566
2916,1021,921
2917,736,636
2918,1097,997
2919,457,357
2920,510,410
2921,723,623
2922,386,286
2923,269,169
2924,341,241
2925,338,238
2926,109,9
2927,1050,950
2928,504,404
2929,281,181
2930,197,97
2931,1060,960
2932,895,795
2933,246,146
2934,802,702
2935,900,800
2936,493,393
2937,311,211
2938,140,40
2939,522,422
2940,851,751
2941,1069,969
2942,463,363
2943,246,146
2944,489,389
2945,770,670
2946,739,639
2947,1036,936
2948,650,550
2949,377,277
2950,625,525
2951,224,124
2952,147,47
2953,524,424
2954,149,49
2955,242,142
2956,641,541
2957,113,13
2958,207,107
2959,721,621
2960,377,277
2961,578,478
2962,525,425
2963,118,18
2964,307,207
2965,197,97
2966,951,851
2967,342,242
2968,1064,964
2969,458,358
2970,430,330
2971,786,686
2972,550,450
2973,562,462
2974,944,844
2975,928,828
2976,269,169
2977,756,656
2978,537,437
2979,738,638
2980,578,478
2981,413,313
2982,351,251
2983,728,628
2984,641,541
2985,642,542
2986,129,29
2987,580,480
2988,1087,987
2989,548,448
2990,1050,950
2991,247,147
2992,577,477
2993,128,28
2994,338,238
2995,365,265
2996,113,13
2997,329,229
2998,881,781
2999,390,290
3000,954,854
3001,784,684
3002,853,753
3003,171,71
3004,1005,905
3005,676,576
3006,751,651
3007,921,821
3008,966,866
3009,603,503
3010,705,605
3011,227,127
3012,450,350
3013,677,577
3014,388,288
3015,395,295
3016,410,310
3017,385,285
3018,877,777
3019,1011,911
3020,680,580
3021,257,157
3022,847,747
3023,944,844
3024,950,850
3025,718,618
3026,267,167
3027,438,338
3028,581,481
3029,453,353
3030,377,277
3031,413,313
3032,330,230
3033,439,339
3034,330,230
3035,1014,914
3036,166,66
3037,788,688
3038,710,610
3039,816,716
3040,1083,983
3041,324,224
3042,910,810
3043,863,763
3044,813,713
3045,609,509
3046,561,461
3047,986,886
3048,388,288
3049,271,171
3050,214,114
3051,462,362
3052,1074,974
3053,908,808
3054,904,804
3055,979,879
3056,779,679
3057,490,390
3058,204,104
3059,656,556
3060,1040,940
3061,562,462
3062,1044,944
3063,566,466
3064,1069,969
3065,724,624
3066,767,667
3067,1019,919
3068,537,437
3069,752,652
3070,310,210
3071,705,605
3072,967,867
3073,981,881
3074,332,232
3075,871,771
3076,358,258
3077,163,63
3078,654,554
3079,247,147
3080,666,566
3081,369,269
3082,276,176
3083,578,478
3084,877,777
3085,897,797
3086,904,804
3087,167,67
3088,718,618
3089,316,216
3090,715,615
3091,881,781
3092,650,550
3093,315,215
3094,1046,946
3095,628,528
3096,740,640
3097,563,463
3098,1007,907
3099,446,346
3100,112,12
3101,403,303
3102,1074,974
3103,444,344
3104,809,709
3105,827,727
3106,866,766
3107,299,199
3108,158,58
3109,747,647
3110,635,535
3111,219,119
3112,236,136
3113,726,626
3114,475,375
3115,527,427
3116,303,203
3117,195,95
3118,336,236
3119,699,599
3120,303,203
3121,274,174
3122,901,801
3123,820,720
3124,627,527
3125,564,464
3126,749,649
3127,848,748
3128,115,15
3129,343,243
3130,166,66
3131,585,485
3132,969,869
3133,641,541
3134,579,479
3135,941,841
3136,902,802
3137,432,332
3138,307,207
3139,826,726
3140,801,701
3141,453,353
3142,136,36
3143,268,168
3144,292,192
3145,852,752
3146,681,581
3147,364,264
3148,575,475
3149,437,337
3150,571,471
3151,211,111
3152,572,472
3153,388,288
3154,543,443
3155,547,447
3156,640,540
3157,595,495
3158,365,265
3159,341,241
3160,835,735
3161,986,886
3162,261,161
3163,360,260
3164,487,387
3165,285,185
3166,181,81
3167,382,282
3168,363,263
3169,911,811
3170,839,739
3171,1018,918
3172,1036,936
3173,241,141
3174,339,239
3175,515,415
3176,969,869
3177,358,258
3178,124,24
3179,1091,991
3180,219,119
3181,761,661
3182,517,417
3183,782,682
3184,443,343
3185,432,332
3186,602,502
3187,602,502
3188,608,508
3189,692,592
3190,410,310
3191,1025,925
3192,969,869
3193,242,142
3194,937,837
3195,803,703
3196,1048,948
3197,862,762
3198,987,887
3199,182,82
3200,629,529
3201,1088,988
3202,704,604
3203,749,649
3204,151,51
3205,250,150
3206,1051,951
3207,981,881
3208,914,814
3209,1061,961
3210,1016,916
3211,929,829
3212,301,201
3213,1060,960
3214,904,804
3215,267,167
3216,999,899
3217,1044,944
3218,900,800
3219,617,517
3220,458,358
3221,605,505
3222,106,6
3223,684,584
3224,579,479
3225,1040,940
3226,805,705
3227,643,543
3228,933,833
3229,918,818
3230,491,391
3231,134,34
3232,300,200
3233,957,857
3234,185,85
3235,240,140
3236,534,434
3237,929,829
3238,376,276
3239,1063,963
3240,510,410
3241,563,463
3242,547,447
3243,136,36
3244,612,512
3245,205,105
3246,603,503
3247,631,531
3248,649,549
3249,493,393
3250,882,782
3251,322,222
3252,248,148
3253,1024,924
3254,178,78
3255,807,707
3256,1061,961
3257,732,632
3258,375,275
3259,1059,959
3260,607,507
3261,1098,998
3262,788,688
3263,1067,967
3264,698,598
3265,265,165
3266,384,284
3267,226,126
3268,524,424
3269,175,75
3270,479,379
3271,1084,984
3272,1069,969
3273,759,659
3274,656,556
3275,608,508
3276,243,143
3277,111,11
3278,989,889
3279,405,305
3280,474,374
3281,878,778
3282,457,357
3283,333,233
3284,575,475
3285,739,639
3286,336,236
3287,1073,973
3288,792,692
3289,147,47
3290,112,12
3291,206,106
3292,417,317
3293,959,859
3294,103,3
3295,422,322
3296,410,310
3297,279,179
3298,472,372
3299,322,222
3300,242,142
3301,482,382
3302,393,293
3303,588,488
3304,594,494
3305,329,229
3306,636,536
3307,713,613
3308,781,681
3309,687,587
3310,1021,921
3311,595,495
3312,914,814
3313,1079,979
3314,764,664
3315,645,545
3316,518,418
3317,465,365
3318,596,496
3319,666,566
3320,706,606
3321,246,146
3322,1029,929
3323,901,801
3324,950,850
3325,779,679
3326,530,430
3327,442,342
3328,1040,940
3329,341,241
3330,805,705
3331,479,379
3332,239,139
3333,104,4
3334,207,107
3335,433,333
3336,963,863
3337,807,707
3338,727,627
3339,820,720
3340,566,466
3341,737,637
3342,754,654
3343,960,860
3344,316,216
3345,313,213
3346,1069,969
3347,446,346
3348,951,851
3349,594,494
3350,497,397
3351,150,50
3352,995,895
3353,628,528
3354,695,595
3355,960,860
3356,592,492
3357,104,4
3358,1000,900
3359,735,635
3360,528,428
3361,981,881
3362,881,781
3363,504,404
3364,416,316
3365,305,205
3366,432,332
3367,905,805
3368,715,615
3369,762,662
3370,912,812
3371,890,790
3372,745,645
3373,117,17
3374,568,468
3375,794,694
3376,393,293
3377,878,778
3378,581,481
3379,135,35
3380,1027,927
3381,762,662
3382,161,61
3383,553,453
3384,129,29
3385,963,863
3386,842,742
3387,174,74
3388,130,30
3389,641,541
3390,102,2
3391,440,340
3392,197,97
3393,252,152
3394,561,461
3395,812,712
3396,112,12
3397,562,462
3398,757,657
3399,511,411
3400,798,698
3401,898,798
3402,201,101
3403,192,92
3404,467,367
3405,909,809
3406,191,91
3407,165,65
3408,709,609
3409,892,792
3410,955,855
3411,691,591
3412,299,199
3413,712,612
3414,602,502
3415,737,637
3416,950,850
3417,366,266
3418,561,461
3419,488,388
3420,210,110
3421,150,50
3422,1089,989
3423,972,872
3424,351,251
3425,255,155
3426,938,838
3427,708,608
3428,690,590
3429,1096,996
3430,667,567
3431,497,397
3432,197,97
3433,868,768
3434,798,698
3435,450,350
3436,946,846
3437,181,81
3438,346,246
3439,834,734
3440,857,757
3441,278,178
3442,168,68
3443,396,296
3444,1007,907
3445,774,674
3446,126,26
3447,813,713
3448,914,814
3449,379,279
3450,538,438
3451,423,323
3452,268,168
3453,167,67
3454,615,515
3455,583,483
3456,578,478
3457,869,769
3458,401,301
3459,179,79
3460,909,809
3461,694,594
3462,719,619
3463,803,703
3464,453,353
3465,1004,904
3466,669,569
3467,427,327
3468,602,502
3469,912,812
3470,641,541
3471,709,609
3472,340,240
3473,523,423
3474,842,742
3475,626,526
3476,230,130
3477,307,207
3478,544,444
3479,1015,915
3480,509,409
3481,445,345
3482,731,631
3483,981,881
3484,263,163
3485,815,715
3486,412,312
3487,260,160
3488,464,364
3489,400,300
3490,822,722
3491,493,393
3492,338,238
3493,593,493
3494,547,447
3495,468,368
3496,391,291
3497,997,897
3498,808,708
3499,512,412
3500,546,446
3501,1009,909
3502,830,730
3503,836,736
3504,365,265
3505,955,855
3506,925,825
3507,354,254
3508,989,889
3509,462,362
3510,321,221
3511,321,221
3512,321,221
3513,230,130
3514,809,709
3515,450,350
3516,291,191
3517,316,216
3518,305,205
3519,747,647
3520,142,42
3521,369,269
3522,187,87
3523,458,358
3524,449,349
3525,149,49
3526,140,40
3527,275,175
3528,835,735
3529,811,711
3530,359,259
3531,607,507
3532,186,86
3533,869,769
3534,887,787
3535,872,772
3536,450,350
3537,668,568
3538,426,326
3539,893,793
3540,182,82
3541,520,420
3542,125,25
3543,127,27
3544,638,538
3545,310,210
3546,998,898
3547,986,886
3548,655,555
3549,789,689
3550,706,606
3551,158,58
3552,1027,927
3553,108,8
3554,991,891
3555,593,493
3556,693,593
3557,734,634
3558,390,290
3559,508,408
3560,632,532
3561,322,222
3562,986,886
3563,419,319
3564,137,37
3565,345,245
3566,687,587
3567,677,577
3568,1038,938
3569,1078,978
3570,115,15
3571,785,685
3572,619,519
3573,190,90
3574,267,167
3575,622,522
3576,213,113
3577,636,536
3578,1076,976
3579,601,501
3580,882,782
3581,374,274
3582,318,218
3583,1037,937
3584,950,850
3585,655,555
3586,1089,989
3587,393,293
3588,598,498
3589,516,416
3590,299,199
3591,800,700
3592,179,79
3593,845,745
3594,824,724
3595,461,361
3596,539,439
3597,264,164
3598,446,346
3599,284,184
3600,287,187
3601,657,557
3602,527,427
3603,191,91
3604,988,888
3605,126,26
3606,504,404
3607,941,841
3608,220,120
3609,279,179
3610,669,569
3611,877,777
3612,866,766
3613,366,266
3614,1045,945
3615,710,610
3616,142,42
3617,656,556
3618,492,392
3619,271,171
3620,856,756
3621,652,552
3622,1002,902
3623,840,740
3624,423,323
3625,477,377
3626,1037,937
3627,964,864
3628,346,246
3629,370,270
3630,613,513
3631,842,742
3632,515,415
3633,535,435
3634,829,729
3635,270,170
3636,235,135
3637,944,844
3638,562,462
3639,255,155
3640,1022,922
3641,223,123
3642,549,449
3643,388,288
3644,330,230
3645,800,700
3646,592,492
3647,970,870
3648,350,250
3649,210,110
3650,866,766
3651,249,149
3652,872,772
3653,631,531
3654,951,851
3655,828,728
3656,677,577
3657,520,420
3658,625,525
3659,1055,955
3660,1083,983
3661,211,111
3662,347,247
3663,583,483
3664,844,744
3665,805,705
3666,941,841
3667,863,763
3668,925,825
3669,663,563
3670,378,278
3671,672,572
3672,995,895
3673,913,813
3674,803,703
3675,275,175
3676,1081,981
3677,440,340
3678,507,407
3679,160,60
3680,1090,990
3681,389,289
3682,352,252
3683,870,770
3684,299,199
3685,187,87
3686,213,113
3687,865,765
3688,334,234
3689,625,525
3690,1012,912
3691,227,127
3692,786,686
3693,447,347
3694,491,391
3695,658,558
3696,774,674
3697,324,224
3698,1050,950
3699,245,145
3700,1046,946
3701,221,121
3702,274,174
3703,320,220
3704,220,120
3705,344,244
3706,104,4
3707,897,797
3708,767,667
3709,111,11
3710,1005,905
3711,966,866
3712,518,418
3713,633,533
3714,901,801
3715,589,489
3716,278,178
3717,926,826
3718,966,866
3719,958,858
3720,653,553
3721,781,681
3722,232,132
3723,187,87
3724,991,891
3725,621,521
3726,352,252
3727,860,760
3728,856,756
3729,1037,937
3730,217,117
3731,661,561
3732,942,842
3733,562,462
3734,936,836
3735,897,797
3736,200,100
3737,115,15
3738,598,498
3739,929,829
3740,355,255
3741,359,259
3742,307,207
3743,630,530
3744,720,620
3745,1100,1000
3746,949,849
3747,235,135
3748,1035,935
3749,913,813
3750,132,32
3751,713,613
3752,808,708
3753,426,326
3754,102,2
3755,213,113
3756,192,92
3757,480,380
3758,1072,972
3759,241,141
3760,627,527
3761,600,500
3762,199,99
3763,612,512
3764,697,597
3765,176,76
3766,484,384
3767,917,817
3768,829,729
3769,588,488
3770,487,387
3771,567,467
3772,386,286
3773,962,862
3774,682,582
3775,190,90
3776,620,520
3777,961,861
3778,1057,957
3779,460,360
3780,674,574
3781,125,25
3782,709,609
3783,1044,944
3784,962,862
3785,364,264
3786,809,709
3787,522,422
3788,406,306
3789,900,800
3790,536,436
3791,871,771
3792,687,587
3793,692,592
3794,736,636
3795,537,437
3796,611,511
3797,239,139
3798,276,176
3799,158,58
3800,1047,947
3801,848,748
3802,227,127
3803,931,831
3804,1032,932
3805,134,34
3806,373,273
3807,364,264
3808,919,819
3809,588,488
3810,637,537
3811,863,763
3812,789,689
3813,389,289
3814,339,239
3815,900,800
3816,799,699
3817,965,865
3818,861,761
3819,933,833
3820,877,777
3821,1015,915
3822,675,575
3823,234,134
3824,165,65
3825,282,182
3826,444,344
3827,432,332
3828,1078,978
3829,422,322
3830,478,378
3831,872,772
3832,724,624
3833,989,889
3834,976,876
3835,240,140
3836,308,208
3837,1010,910
3838,565,465
3839,821,721
3840,880,780
3841,992,892
3842,484,384
3843,690,590
3844,513,413
3845,289,189
3846,280,180
3847,349,249
3848,479,379
3849,986,886
3850,945,845
3851,631,531
3852,688,588
3853,901,801
3854,1069,969
3855,434,334
3856,631,531
3857,1090,990
3858,890,790
3859,481,381
3860,856,756
3861,283,183
3862,1086,986
3863,401,301
3864,764,664
3865,468,368
3866,779,679
3867,401,301
3868,612,512
3869,344,244
3870,947,847
3871,801,701
3872,213,113
3873,1017,917
3874,1002,902
3875,787,687
3876,942,842
3877,117,17
3878,251,151
3879,124,24
3880,457,357
3881,386,286
3882,795,695
3883,816,716
3884,1020,920
3885,376,276
3886,593,493
3887,239,139
3888,224,124
3889,577,477
3890,650,550
3891,361,261
3892,679,579
3893,930,830
3894,703,603
3895,697,597
3896,984,884
3897,131,31
3898,233,133
3899,784,684
3900,126,26
3901,929,829
3902,258,158
3903,736,636
3904,728,628
3905,1018,918
3906,1048,948
3907,484,384
3908,600,500
3909,224,124
3910,349,249
3911,780,680
3912,461,361
3913,1085,985
3914,263,163
3915,589,489
3916,597,497
3917,580,480
3918,968,868
3919,936,836
3920,209,109
3921,192,92
3922,889,789
3923,141,41
3924,730,630
3925,577,477
3926,607,507
3927,882,782
3928,318,218
3929,772,672
3930,787,687
3931,776,676
3932,333,233
3933,393,293
3934,329,229
3935,123,23
3936,304,204
3937,793,693
3938,733,633
3939,394,294
3940,538,438
3941,445,345
3942,279,179
3943,440,340
3944,537,437
3945,1017,917
3946,847,747
3947,502,402
3948,824,724
3949,818,718
3950,607,507
3951,1077,977
3952,879,779
3953,856,756
3954,896,796
3955,762,662
3956,704,604
3957,158,58
3958,593,493
3959,229,129
3960,743,643
3961,961,861
3962,514,414
3963,589,489
3964,653,553
3965,1033,933
3966,788,688
3967,1017,917
3968,1048,948
3969,408,308
3970,734,634
3971,835,735
3972,329,229
3973,433,333
3974,709,609
3975,422,322
3976,513,413
3977,183,83
3978,197,97
3979,383,283
3980,293,193
3981,889,789
3982,1022,922
3983,849,749
3984,627,527
3985,284,184
3986,142,42
3987,545,445
3988,648,548
3989,286,186
3990,756,656
3991,198,98
3992,316,216
3993,486,386
3994,1011,911
3995,895,795
3996,669,569
3997,425,325
3998,110,10
3999,854,754
4000,687,587
4001,1048,948
4002,121,21
4003,186,86
4004,934,834
4005,421,321
4006,579,479
4007,1035,935
4008,870,770
4009,640,540
4010,268,168
4011,695,595
4012,173,73
4013,468,368
4014,759,659
4015,1099,999
4016,452,352
4017,524,424
4018,456,356
4019,1089,989
4020,640,540
4021,264,164
4022,716,616
4023,213,113
4024,1072,972
4025,376,276
4026,323,223
4027,484,384
4028,686,586
4029,309,209
4030,334,234
4031,255,155
4032,463,363
4033,702,602
4034,729,629
4035,536,436
4036,167,67
4037,1036,936
4038,572,472
4039,836,736
4040,167,67
4041,544,444
4042,389,289
4043,1078,978
4044,846,746
4045,753,653
4046,1011,911
4047,303,203
4048,236,136
4049,432,332
4050,527,427
4051,636,536
4052,597,497
4053,491,391
4054,778,678
4055,684,584
4056,835,735
4057,533,433
4058,848,748
4059,161,61
4060,417,317
4061,129,29
4062,754,654
4063,835,735
4064,343,243
4065,182,82
4066,342,242
4067,441,341
4068,300,200
4069,499,399
4070,296,196
4071,112,12
4072,504,404
4073,140,40
4074,922,822
4075,693,593
